PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
2752,11110958,1355,C1CN(CCN1)C2=CC(=CC=C2)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,17.91,6.597,-6.065,-15.89,-26.68,-16.13,21.25,-12.31,-8.547,16.17,7.28,16.21,18.68,-18.23,-17.48,17.91,QC'd by SigmaAldrich
2753,26751292,16758680,CC(=O)OC[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O/N=C\2/C[C@H]([C@H]([C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C4=O)C[C@@H]5CCCO5)O)O)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,3.682,58.3,,10.49,,-33.84,,-15.06,,-24.58,,-17.6,,3.682,,,QC'd by BUCMLD
2754,11113267,6604669,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)OC[C@H]2[C@H]([C@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.53,-26.76,100.9,13.81,14.65,8.059,-22.64,-9.299,-4.539,-16.8,20.47,31.14,47.2,-23.33,-19.18,-26.53,QC'd by Timtec
2755,4254218,3246643,C[C@H]([C@@](C1=CC=CC=C1)(C2=CC=CC=N2)O)N3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,,5.669,1.243,,-0.407,,6.154,,-32.45,,12.26,,-7.983,,5.669,,,QC'd by NCI
2756,4238842,3233950,CN(C)C1=NC=NC2=C1C=C(C=C2)C3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.31,,,-0.6544,,10.71,,37.93,,68.85,,-8.509,,15.48,,-21.31,QC'd by Pharmacopeia
2757,4252768,230714,C1=C(C=C(C(=C1S(=O)(=O)N)N)S(=O)(=O)N)S(=O)(=O)N,Inactive,0,,,Activator,3.1623,60.7915,,Single point of activity,-5.5,3.6272,0.9093,58.279,-2.5125,3,0 0 1 0 0 0 0,57.63,3.208,,-2.7,,-31.78,,5.487,,-16.34,,12.52,,57.63,,,QC'd by NCI
2758,11113748,6603722,C[C@@H]1CCN=C(S1)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-35.3,-0.5788,16.75,4.675,-0.049,0.6188,3.81,-8.956,-8.938,20.3,-8.565,-6.121,-4.663,-6.657,-25.56,-35.3,QC'd by Tocris
2759,4239961,3235068,C1=CC=C(C=C1)NC2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=CS4,Inactive,0,,,Inactive,,,,,,,,,,4,,-24.64,,,-3.172,,14.08,,-3.374,,29.57,,12.56,,-20.21,,-24.64,QC'd by Pharmacopeia
2760,11111774,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,Activator,39.8107,86.809,,Single point of activity,-4.4,4.9549,0.7659,80.763,-6.046,3,0 0 0 0 0 0 0 0 1 0 1 0 0 0 0,72.48,13.07,-2.887,7.341,-4.146,5.393,-6.483,-9.364,-22.54,23.03,-14.14,24.83,-20.6,1.331,-15.47,72.48,QC'd by SigmaAldrich
2761,4238295,3233406,CC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=N3,Inactive,0,,,Inactive,,,,,,,,,,4,,9.658,,,-11.86,,2.506,,-17.07,,-11.38,,-7.137,,-10.43,,9.658,QC'd by Pharmacopeia
2762,11111517,6603942,CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F,Inconclusive,20,,,Inhibitor,39.8107,70.9615,,Single point of activity,-4.4,4.9549,0.841,-62.4615,8.5,-3,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-55.33,-14.63,15.05,-3.433,9.746,39.69,5.616,8.205,23.36,11.7,6.143,8.55,12.48,-6.838,4.577,-55.33,QC'd by SigmaAldrich
2763,11112269,6604223,C[C@]12C[C@@H]([C@@]3([C@@H]([C@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-13.34,16.69,10.13,-11.81,24.36,42.62,33.6,4.152,2.377,0.9818,-7.542,7.801,30.14,,-13.34,,QC'd by Prestwick
2764,4237735,3232848,CC1=CC=CC=C1C2=CN=CN=C2NCCC3=CN=CN3,Active,94,,,Inhibitor,0.0501,81.852,,Complete curve; high efficacy,-7.3,1.331,0.9896,-97.136,-15.284,-1.1,0 0 0 0 0 0 0,-99.75,,,-19.43,,-31.92,,-76.25,,-88.18,,-93.33,,-99.15,,-99.75,QC'd by Pharmacopeia
2765,11110957,1615336,C1CN(CCN1C/C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-34.07,3.198,45.01,-8.957,4.188,39.43,12.95,-6.179,9.042,-2.805,4.314,-7.988,-17.31,,-34.07,,QC'd by Prestwick
2766,4253655,3246419,CC1(O[C@@H]2CCCCC[C@@H]2O1)CC(=O)O.C1=CC=C(C=C1)CN,Inactive,0,,,Inactive,,,,,,,,,,4,,1.88,-32,,-20.71,,28.33,,3.594,,-22.9,,-20.85,,1.88,,,QC'd by NCI
2767,26752491,16758942,CCOC(=O)OCC1C(C=CC(O1)C2=CC=CC=C2)OC3=C(C=C(C=C3)F)C,Active,45,,,Inhibitor,1.9953,80.168,,Partial curve; partial efficacy,-5.7,0.7,0.9446,-75.168,5,-2.2,1 0 0 0 0 0 0,-62.64,34.71,,7.968,,-0.9628,,0.7592,,-24.1,,-29.62,,-62.64,,,QC'd by BUCMLD
2768,11114243,9604993,COC1=CC=CC(=C1)C=NC=NC2=CC(=CC=C2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,13.92,-41.98,-32.07,-30.17,14.25,-26.09,12.05,-16.42,-9.693,12.74,-9.318,32.46,9.755,35.06,16.14,13.92,QC'd by Tocris
2769,17384996,5459441,CCC1=C2COCC2=NC3=C1C=C(C=C3)OC,Inconclusive,20,,,Inhibitor,19.9526,80.203,,Single point of activity,-4.7,2.1211,0.8409,-69.703,10.5,-3,0 0 0 0 0 0 0,-61.61,,,11.98,,31.1,,0.0556,,-5.427,,16.49,,-10.06,,-61.61,QC'd by UPCMLD
2770,4253263,3003797,C1=CC2=C(C=C1NC(=S)NC3=CC4=C(C=C3)C=NN4)NN=C2,Active,49,,,Inhibitor,1,114.787,,Partial curve; high efficacy,-6,0.7,0.9991,-114.939,-0.1516,-2.1,0 0 0 0 0 0 0,-97.29,-1.98,,-0.3842,,-7.908,,-17.72,,-42.91,,-73.21,,-97.29,,,QC'd by NCI
2771,11112771,688441,C[C@@H](CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.61,-13.66,-11.49,-12.54,7.311,-11.71,10.35,-11.19,-14.24,9.368,11.92,1.895,-12.57,,-14.61,,QC'd by Prestwick
2772,26750732,16758245,C[C@@H](C1=CN(N=N1)[C@@H]2COC[C@@H]2O)ON=C(C)C,Inactive,0,,,Activator,1.2589,44.802,,Complete curve; partial efficacy; poor fit,-5.9,3.132,0.9293,48.8832,4.0812,1.4,0 0 0 1 0 0 0,47.63,-5.349,,12.22,,7.526,,31.3,,4.604,,44.11,,47.63,,,QC'd by BUCMLD
2773,11111521,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-27.82,-18.96,-18.04,3.112,-15.54,18.71,40.48,1.958,0.0194,6.425,-17.88,-5.9,-3.627,,-27.82,,QC'd by Prestwick
2774,4239405,3234512,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)CC4=CC=C(C=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.506,,,6.629,,-6.917,,-7.816,,-3.65,,0.4848,,-11.91,,-3.506,QC'd by Pharmacopeia
2775,4239956,3235063,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)C4=CC=CC=C4)N5CCOCC5,Inactive,0,,,Inactive,,,,,,,,,,4,,0.6058,,,-26.37,,-29.89,,-7.989,,-15.72,,-17.02,,-22.73,,0.6058,QC'd by Pharmacopeia
2776,11111775,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,Inactive,,,,,,,,,,4,,11.33,-20.94,14.12,11.47,-11.21,-21.96,5.106,5.283,9.715,14.68,4.135,10.2,5.076,,11.33,,QC'd by Prestwick
2777,11111520,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.24,-11.28,0.0293,-23.87,0.754,-5.141,7.863,-20.69,3.215,-0.8272,4.536,-28.79,15.47,-5.099,3.029,-19.24,QC'd by SigmaAldrich
2778,26751295,16758683,C[C@@H](C1=CC=CC=C1)N2C(=O)[C@H]3CC[C@@H]\4[C@@H]([C@@H]3C2=O)[C@@H]([C@@H](C/C4=N/OC/C=C(\C)/CCC=C(C)C)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,15.58,37.07,,28.4,,30.96,,-4.889,,18.76,,-12.19,,15.58,,,QC'd by BUCMLD
2779,11113272,6604670,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@@H]4[C@H]3C[C@@H]2[C@@]61C7=CC=CC=C75,Inactive,0,,,Inactive,,,,,,,,,,4,,0.4081,-0.7589,26.7,16.2,31.05,-3.915,22.91,-14.93,-22.22,11.47,-10.01,4.492,-11.39,29.92,-28.42,0.4081,QC'd by Timtec
2780,4252765,3246097,C[C@](C1=CC=CC=C1)(C2=NC=CC3=CC=CC=C32)O,Inconclusive,20,,,Inhibitor,3.9811,107.916,,Single point of activity,-5.4,1.111,0.9338,-79.036,28.88,-3,1 0 0 0 0 0 0,-57.58,-10.91,,30.35,,41.82,,17.04,,11.94,,-2.322,,-57.58,,,QC'd by NCI
2781,4238302,3233413,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CCC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-40.13,,,-20.74,,-30.88,,-17.18,,-36.82,,-23.63,,-34.02,,-40.13,QC'd by Pharmacopeia
2782,4254223,3246645,C1=C(NC=N1)C[C@@H](C(=O)O)NC=O,Inactive,0,,,Inactive,,,,,,,,,,4,,6.589,-3.945,,23.63,,-0.3224,,16.36,,14.73,,11.36,,6.589,,,QC'd by NCI
2783,11113749,5139,CCSC(=N)N,Inconclusive,21,,,Inhibitor,15.8489,61.434,,Partial curve; partial efficacy,-4.8,1.7529,0.8434,-58.2855,3.1485,-2.2,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-58.2,-32.07,-5.548,13.17,-0.1139,18.83,2.644,-13.62,2.786,10.05,6.964,-4.871,-4.138,-23.97,-36.81,-58.2,QC'd by Tocris
2784,4238845,3233953,C1C[C@@]2(CCN(C2)C3=CC=CC=C3)CN(C1)C(=O)OC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.38,,,1.335,,12.06,,-0.4216,,7.783,,1.184,,-20.4,,-17.38,QC'd by Pharmacopeia
2785,4253656,3246421,CCOC(=O)[C@H]1[C@@H](C[C@H]2[C@H]1C3=CC=CC=C3C4=CC=CC=C24)O,Active,45,,,Inhibitor,1.9953,77.0462,,Partial curve; partial efficacy,-5.7,0.7,0.9339,-81.324,-4.2778,-2.2,0 0 0 0 0 0 0,-67.77,-8.11,,0.0079,,-1.204,,-22.46,,-24.78,,-38.63,,-67.77,,,QC'd by NCI
2786,4237734,3232847,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=C(C=C4)OC)CC2,Inactive,0,,,Inactive,,,,,,,,,,4,,-41.59,,,9.889,,9.592,,-2.376,,35.76,,32.47,,23.75,,-41.59,QC'd by Pharmacopeia
2787,11112270,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,26.83,-10.48,46.71,-21.2,9.491,16.39,15.69,-6.702,30,-30.22,6.282,1.814,-20.76,,26.83,,QC'd by Prestwick
2788,11110956,1615336,C1CN(CCN1C/C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-25.1,-20.1,-10.67,-0.264,-7.353,-24.99,0.4341,-3.713,8.834,22.65,16.78,31.02,27.69,-24.12,23.85,-25.1,QC'd by SigmaAldrich
2789,26752490,16758941,CCOC(=O)OCC1C(C=CC(O1)C2=CC=CC=C2)OC3=CC4=C(C=C3)OC(=O)C=C4C,Inactive,0,,,Activator,1.9953,64.384,,Partial curve; partial efficacy,-5.7,1.8851,0.9708,56.488,-7.896,2.2,1 0 0 0 0 0 0,53.7,45.93,,-9.47,,-5.888,,-1.569,,-11.58,,30.32,,53.7,,,QC'd by BUCMLD
2790,4253264,15140,C1=CC(=CC=C1N=C(N)NC#N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,17.35,-0.0103,,1.372,,13.35,,-8.377,,10.28,,18.33,,17.35,,,QC'd by NCI
2791,11114244,72172,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.47,-8.066,-14.22,11.36,16.37,31.34,-21.38,-6.629,-4.753,9.722,-0.386,8.699,4.626,14.14,14.75,-31.47,QC'd by Tocris
2792,4239404,3234511,CN(CC1=CC=CO1)C2=NC=NC=C2C3=CC=CC=C3OC,Active,83,,,Inhibitor,7.9433,92.2941,,Complete curve; high efficacy,-5.1,4.5045,0.9811,-102.581,-10.2868,-1.1,0 0 0 0 0 0 0,-102.2,,,-13.29,,-12.23,,0.6675,,-14.21,,-17.45,,-88.3,,-102.2,QC'd by Pharmacopeia
2793,26750731,6518392,CC(=NOC[C@H](COCC1=CC=CO1)O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.62,6.674,,30.31,,-7.327,,13.08,,-8.412,,4.346,,-10.62,,,QC'd by BUCMLD
2794,17384997,1211370,C1=CC=C(C=C1)C#CC2=CC=CC=C2N,Active,43,,,Inhibitor,10,138.09,,Partial curve; high efficacy,-5,0.6,0.9028,-125.889,12.201,-2.1,1 0 0 0 0 0 0,-94.74,,,77.8,,27.27,,-13.48,,-15.66,,-18.29,,-57.22,,-94.74,QC'd by UPCMLD
2795,11112772,6604406,CC1=C(N2[C@H]([C@@H](C2=O)NC(=O)[C@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,27.23,-19.14,-6.402,-12.89,-12.82,17.33,-12.91,-17.98,-5.043,6.972,-21.57,1.37,9.557,,27.23,,QC'd by Prestwick
2796,11111777,3086457,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)CC2=CC=CC=C2)C(C)C)CCCCN)CC3=CNC4=CC=CC=C43)CC5=CC=C(C=C5)O,Inactive,0,,,Inactive,,,,,,,,,,4,,25.92,-1.306,61.89,17.86,43.6,28.68,60.5,26.82,47.38,2.953,33.79,-15.4,-35.1,25.98,23.41,25.92,QC'd by SigmaAldrich
2797,11111519,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,12.26,7.029,-18.1,-11.99,-7.717,7.227,-37.17,-8.688,-5.89,-10.3,-31.92,10.77,-8.997,,12.26,,QC'd by Prestwick
2798,4239955,3235062,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CCOC)N5CCNCC5,Inactive,0,,,Inactive,,,,,,,,,,4,,-24.41,,,36.16,,7.601,,33.32,,-24.02,,7.882,,-18.48,,-24.41,QC'd by Pharmacopeia
2799,11111776,6603999,CC1=CC2=C(C=C1Cl)N(CC2)C(=O)NC3=CC=NC4=CC=CC=C43,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.966,10.13,27.88,21.52,16.06,8.809,21.35,-8.238,3.675,-20.71,22.09,2.924,11.9,0.1651,-6.554,-3.966,QC'd by SigmaAldrich
2800,11113273,6604671,C[C@@H]1CC(=O)[C@@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)NC)O)NC)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.854,6.656,-5.078,9.163,2.228,13.67,-3.139,-23.34,-8.446,-19.16,17.42,34.72,-12.26,33.45,-13.45,-1.854,QC'd by Timtec
2801,4238301,3233412,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC4=C3C=C(C=C4)C5=CN=CC=C5,Active,42,,,Inhibitor,12.5893,100.249,,Partial curve; high efficacy,-4.9,3.0654,0.8383,-101.418,-1.1689,-2.1,0 0 0 0 0 0 0,-100.1,,,16.79,,-24.7,,13.51,,-22.45,,10.44,,-45.69,,-100.1,QC'd by Pharmacopeia
2802,4254224,160635,C([C@@H](C(=O)O)N)N=C(N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,11.52,-15.35,,-3.361,,-1.202,,-6.378,,30.6,,5.393,,11.52,,,QC'd by NCI
2803,26751294,16758682,C[C@@H](C1=CC=CC=C1)N2C(=O)[C@H]3CC[C@@H]\4[C@@H]([C@@H]3C2=O)[C@@H]([C@@H](C/C4=N/OCC(C)C)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.128,-2.576,,4.431,,-4.269,,17.63,,29.42,,9.092,,7.128,,,QC'd by BUCMLD
2804,4252766,3246098,C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2C[C@H]([C@]3([C@@H]4[C@H](CC[C@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,30.33,-4.013,,-13.09,,14.37,,18.33,,-8.706,,5.392,,30.33,,,QC'd by NCI
2805,4238844,3233952,C1COCCN1CCNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.9,,,16.69,,13.85,,-4.136,,11.56,,25.31,,11.58,,-29.9,QC'd by Pharmacopeia
2806,11113750,1355,C1CN(CCN1)C2=CC(=CC=C2)Cl,Inconclusive,20,,,Inhibitor,25.1189,50.136,,Complete curve; partial efficacy; poor fit,-4.6,2.4064,0.6683,-55.6566,-5.5206,-1.4,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0,-45.53,-6.489,-14.65,-10.68,-10.89,-11.62,-17.6,-5.461,-5.417,32.69,9.676,-10,4.294,2.475,-42.15,-45.53,QC'd by Tocris
2807,26752489,16758940,C1CCC(C1)C2=CC=C(C=C2)OC3C=CC(OC3CO)C4=CC5=C(C=C4)OCO5,Inactive,0,,,Inactive,,,,,,,,,,4,,7.688,-34.98,,-15.91,,-12.16,,-10.58,,-4.893,,11.68,,7.688,,,QC'd by BUCMLD
2808,26751298,16758686,CCOC(=O)N/N=C\1/C[C@H]([C@H]([C@H]2[C@H]1CC[C@H]3[C@H]2C(=O)N(C3=O)[C@@H](C)C4=CC=CC=C4)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.9801,39.49,,7.125,,8.178,,-8.688,,-15.15,,-4.629,,-0.9801,,,QC'd by BUCMLD
2809,11112267,8480,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,26.43,-24.25,-0.6631,-16.56,11.11,-5.828,-9.102,-15.23,-0.4476,1.086,15,2.814,34.8,,26.43,,QC'd by Prestwick
2810,11110955,6603779,C[C@@H](C[N+](C)(C)C)OC(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,17.17,-6.726,15.79,-4.227,26.72,19.48,-5.282,27.72,6.616,21.93,-14.68,10.96,-0.2986,4.959,-11.68,17.17,QC'd by SigmaAldrich
2811,11111778,5472495,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0,,,Activator,,,,Single point of activity,,,,,,3,,55.94,24.35,41.25,13.7,-36.19,10.08,-32.98,-0.2054,26.6,11.48,-18.97,13.16,11.56,5.618,-14,55.94,QC'd by SigmaAldrich
2812,4253657,3246422,CN1C(=O)C2=C(N=C1N)N(C(=N2)OCC3=CC=CC=C3)[C@H]4[C@H]([C@@H]([C@H](O4)CO)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.287,-9.581,,30.46,,-36.91,,-3.931,,-4.506,,-18.07,,-3.287,,,QC'd by NCI
2813,4237737,3232850,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,22.72,,,-25.16,,-3.061,,27.63,,-1.308,,15.67,,3.286,,22.72,QC'd by Pharmacopeia
2814,26750730,16758244,CC(=NO[C@H]1C=C[C@H](O[C@H]1CO)CC=C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.344,-13.86,,3.18,,-7.41,,-2.784,,-3.884,,0.5488,,-4.344,,,QC'd by BUCMLD
2815,11111523,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inconclusive,20,,,Inhibitor,10,119.422,,Single point of activity,-5,1.2475,0.6868,-92.752,26.67,-3,1 0 0 0 0 0 0 0 0 0 0 0 0,-66.71,-5.375,-2.467,-3.89,44.3,35.48,60.29,31.6,20.39,36.13,5.287,10.44,-6.113,,-66.71,,QC'd by Prestwick
2816,4239403,3234510,CC(C)CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=NC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.28,,,1.206,,0.1064,,36.6,,23.61,,17.8,,-3.24,,-16.28,QC'd by Pharmacopeia
2817,17384994,5459415,CCC1=C2C=CC=C(C2=NC3=C1CN4C3=CC=CC4=O)C(C)C,Inconclusive,20,,,Inhibitor,19.9526,85.742,,Single point of activity,-4.7,2.4064,0.9417,-79.84,5.902,-3,0 0 0 0 0 0 0,-73.87,,,2.198,,8.875,,-6.528,,18.09,,7.055,,-11.1,,-73.87,QC'd by UPCMLD
2818,11114241,6604920,CS(=O)(=O)C1=CC=C(C=C1)CN2C3=C(CCC[C@H]3CC(=O)O)C4=C2C(=CC(=C4)F)F,Inconclusive,20,,,Inhibitor,12.5893,44.834,,Complete curve; partial efficacy; poor fit,-4.9,4.9549,0.8088,-42.5765,2.2575,-1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-46.92,-18.8,-3.374,8.283,6.142,-11.82,-9.384,9.106,1.078,3.167,0.1983,7.328,17.93,-17.96,-35.96,-46.92,QC'd by Tocris
2819,11112773,6604035,CC(C)(C)C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inconclusive,20,,,Inhibitor,0.01,45.923,,Complete curve; partial efficacy; poor fit,-8,4.045,0.6455,-13.3405,32.5825,-1.4,0 0 0 0 1 0 0 0 0 1 0 0 0,-19.88,19.46,44.95,34.85,15.76,55.96,-25.98,-2.443,-12.62,10.24,26.48,4.368,-45.38,,-19.88,,QC'd by Prestwick
2820,11114240,770820,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC=CC=C2C(F)(F)F)C,Active,92,,,Inhibitor,0.1,135.736,,Complete curve; high efficacy,-7,1,0.9912,-97.3924,38.3433,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-98.32,37.16,38.95,40.26,25.31,5.025,10.78,-30.48,-55.7,-73.37,-81.1,-92.14,-93.16,-96.03,-99.17,-98.32,QC'd by Tocris
2821,4239958,3235065,CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3OC,Inactive,0,,,Activator,0.2512,33.575,,Complete curve; partial efficacy; poor fit,-6.6,4.095,0.6267,27.281,-6.294,1.4,0 0 1 0 0 0 0,12.34,,,2.839,,-15.55,,63.05,,24.04,,48.11,,21.44,,12.34,QC'd by Pharmacopeia
2822,4253265,252485,C1CNCCC1CNCCN,Inactive,0,,,Inactive,,,,,,,,,,4,,2.436,21.44,,-4.885,,-2.383,,-12.93,,1.574,,26.04,,2.436,,,QC'd by NCI
2823,11113751,6604771,CN(CCC1=CC(=C(C=C1)Cl)Cl)C[C@H](COC2=CC=C(C=C2)NS(=O)(=O)C)O,Active,87,,,Inhibitor,1.9953,106.651,,Complete curve; high efficacy,-5.7,0.9,0.9725,-110.205,-3.5541,-1.1,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-100.3,49.79,-13.14,1.247,0.5851,-6.521,-8.262,-14.69,-21.61,-9.9,-47.22,-57.68,-78.57,-91.54,-97.23,-100.3,QC'd by Tocris
2824,4238847,3233955,CC1=NC2=CN=C(N=C2N(C1=O)C[C@H]3CCCO3)N4CCOCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.58,,,-4.208,,-4.43,,-33.24,,-17.44,,-8.01,,-6.282,,-15.58,QC'd by Pharmacopeia
2825,4238300,3233411,C1CN(CCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=CC=CO4,Inconclusive,21,,,Inhibitor,10,47.308,,Partial curve; partial efficacy,-5,1.4641,0.9189,-52.1157,-4.8077,-2.2,0 1 0 0 0 0 0,-47.34,,,-13.63,,-50.79,,-7.938,,0.7372,,-10.31,,-32.86,,-47.34,QC'd by Pharmacopeia
2826,4252763,24782,CN(C)CCOC(=O)C1=CC=C(C=C1)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.2,11.17,,-27.42,,-18.12,,-13.66,,-10.56,,-14.78,,-21.2,,,QC'd by NCI
2827,4254221,5999578,C1=CC=C(C=C1)/C(=N/NC2=NC3=CC=CC=C3S2)/C4=CC=CC=N4,Inactive,0,,,Inactive,,,,,,,,,,4,,-42.94,-14.59,,-6.746,,4.494,,-15.43,,11.86,,-25.1,,-42.94,,,QC'd by NCI
2828,11113270,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,Active,45,,,Inhibitor,3.9811,140.001,,Partial curve; high efficacy,-5.4,0.7,0.9159,-121.635,18.366,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-102,8.073,51.05,14.15,-6.19,23.95,16.39,-2.867,-8.914,9.966,-16.33,-41.63,-57.11,-79.38,-90.63,-102,QC'd by Timtec
