PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
1415,4238160,3233271,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=CC(=CC=C3)OC)OC,Active,42,,,Inhibitor,12.5893,93.4614,,Partial curve; high efficacy,-4.9,1.7529,0.9824,-89.1036,4.3578,-2.1,0 0 0 0 0 0 0,-83.24,,,9.604,,-3.647,,3.069,,9.529,,-1.09,,-38.26,,-83.24,QC'd by Pharmacopeia
1416,4239001,3234108,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)C(=O)C4=CC=CO4,Active,42,,,Inhibitor,12.5893,90.7323,,Partial curve; partial efficacy,-4.9,1,0.995,-92.8637,-2.1313,-2.2,0 0 0 0 0 0,-76.29,,,-2.575,,0.0233,,,,-8.524,,-13.41,,-45.83,,-76.29,QC'd by Pharmacopeia
1417,4240129,3235235,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,Active,42,,,Inhibitor,12.5893,103.069,,Partial curve; high efficacy,-4.9,1,0.9947,-106.244,-3.175,-2.1,0 0 0 0 0 0 0,-89.37,,,-5.243,,-2.41,,-1.58,,-7.597,,-20.98,,-48.21,,-89.37,QC'd by Pharmacopeia
1418,11111082,6603820,C1CC2=CC(=C(C=C2[C@@H]3[C@@H]1NCC4=CC=CC=C34)O)O,Active,42,,,Inhibitor,12.5893,119.801,,Partial curve; high efficacy,-4.9,1,0.9745,-105.462,14.3384,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-85.23,14.54,,11.34,8.026,18.93,20.98,16.7,3.969,9.999,11.49,-14.42,-16.61,-39.27,-66.56,-85.23,QC'd by SigmaAldrich
1419,4237536,3232649,C1CC2(CCNCC2)CN(C1)C3=CC=CC=N3,Active,42,,,Inhibitor,10,93.056,,Partial curve; high efficacy,-5,1.3443,0.9654,-89.7405,3.3155,-2.1,0 0 0 0 0 0,-80.88,,,-5.975,,5.274,,,,12.81,,-11.49,,-47.93,,-80.88,QC'd by Pharmacopeia
1420,4239006,3234113,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC(=CC=C4)NS(=O)(=O)C,Active,42,,,Inhibitor,12.5893,81.8235,,Partial curve; high efficacy,-4.9,3.0654,0.9676,-81.9805,-0.157,-2.1,0 0 0 0 0 0 0,-81.43,,,-6.777,,10.14,,-2.224,,-5.483,,2.962,,-34.38,,-81.43,QC'd by Pharmacopeia
1421,4239505,3234612,C1C[C@@]2(CCN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)CN(C1)C(=O)C5=NC=CN=C5,Active,42,,,Inhibitor,10,64.5588,,Partial curve; partial efficacy,-5,3.1925,0.9349,-65.2754,-0.7166,-2.2,0 0 0 0 0 0,-66.66,,,-14.44,,0.301,,,,3.766,,5.506,,-36.89,,-66.66,QC'd by Pharmacopeia
1422,4239504,3234611,C1CN(CCC12CN(C2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=CC=NC=C4,Active,42,,,Inhibitor,7.9433,93.979,,Partial curve; partial efficacy,-5.1,0.9,0.9556,-82.479,11.5,-2.2,0 0 0 0 0 0,-69.3,,,1.629,,18.89,,,,11.5,,-18.38,,-40.44,,-69.3,QC'd by Pharmacopeia
1423,4238165,3233276,CN(CC1=CC=CO1)C2=NC=NC3=C2C=C(C=C3)C4=CC(=CC=C4)OC,Active,42,,,Inhibitor,10,93.2845,,Partial curve; high efficacy,-5,1.8079,0.9736,-91.5495,1.735,-2.1,0 0 0 0 0 0 0,-86.61,,,3.149,,0.9018,,11.04,,-9.193,,-3.247,,-52.01,,-86.61,QC'd by Pharmacopeia
1424,4237621,3232734,C1C[C@@]2(CCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CNC1,Active,42,,,Inhibitor,10,80.5999,,Partial curve; partial efficacy,-5,2.8473,0.9782,-75.9479,4.652,-2.2,0 0 0 0 0 0,-77.62,,,-1.748,,9.341,,,,-0.0028,,8.865,,-39.56,,-77.62,QC'd by Pharmacopeia
1425,4238602,3233712,C1C[C@@]2(CCN(C2)CC3=CC=C(C=C3)C#N)CN(C1)C(=O)C4=CC(=CC=C4)F,Active,42,,,Inhibitor,7.9433,84.856,,Partial curve; partial efficacy,-5.1,1.6259,0.9795,-79.908,4.948,-2.2,0 0 0 0 0 0,-77.84,,,-0.7,,13.2,,,,-0.6436,,-3.114,,-48.51,,-77.84,QC'd by Pharmacopeia
1426,4237625,3232738,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C4=NC=CC=N4,Active,42,,,Inhibitor,12.5893,82.6108,,Partial curve; partial efficacy,-4.9,2.3332,0.9837,-79.3952,3.2156,-2.2,0 0 0 0 0 0,-77.47,,,-3.978,,8.218,,,,6.413,,0.383,,-32.38,,-77.47,QC'd by Pharmacopeia
1427,4239616,3234723,C1CN(CCN1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Active,42,,,Inhibitor,7.9433,65.9188,,Partial curve; partial efficacy,-5.1,1.6266,0.9374,-68.2412,-2.3224,-2.2,0 0 0 0 0 0 0,-65.9,,,2.716,,-13.53,,7.324,,-7.22,,-9.591,,-43.65,,-65.9,QC'd by Pharmacopeia
1428,11112964,6604497,CCC(=O)O[C@@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@@H](C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,Active,42,,,Inhibitor,7.9433,76.6845,,Partial curve; partial efficacy,-5.1,1.5579,0.9454,-72.873,3.8115,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-60.83,-3.962,0.8325,,-4.178,3.792,7.452,,12.94,11.04,1.973,-9.148,-20.71,-47.42,-60.83,,QC'd by Prestwick
1429,17385094,5771821,CCC[C@@H]1C[C@@]1(CCC)C(C2=CC=C(C=C2)Cl)NP(=O)(C3=CC=CC=C3)C4=CC=CC=C4,Active,42,,,Inhibitor,10,75.1769,,Partial curve; partial efficacy,-5,4.4495,0.9828,-74.4883,0.6886,-2.2,0 0 0 0 0 0,-73.87,,,9.244,,-2.589,,,,-1.991,,-1.288,,-48.28,,-73.87,QC'd by UPCMLD
1430,11113468,5681,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN,Active,42,,,Inhibitor,12.5893,99.956,,Partial curve; partial efficacy,-4.9,1,0.9606,-94.779,5.177,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-75.38,8.869,-7.965,6.677,10.86,-1.811,7.487,11.08,5.034,3.955,-4.405,-14.96,-19.25,,-63.83,-75.38,QC'd by Tocris
1431,4237632,3232745,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Active,42,,,Inhibitor,10,77.1845,,Partial curve; partial efficacy,-5,1.3723,0.9774,-69.6845,7.5,-2.2,0 0 0 0 0 0,-62.8,,,1.2,,8.291,,,,13.69,,-3.905,,-35.33,,-62.8,QC'd by Pharmacopeia
1432,4239606,3234713,C1CC2(CCNCC2)CN(C1)C3=CC=NC=C3,Active,42,,,Inhibitor,10,75.6689,,Partial curve; partial efficacy,-5,2.1211,0.98,-77.091,-1.4221,-2.2,0 0 0 0 0 0,-74.21,,,-8.636,,5.011,,,,0.17,,-4.943,,-46.19,,-74.21,QC'd by Pharmacopeia
1433,4237633,3232746,COC1=CC=CC=C1C2=CC(=NC=N2)N3C=CN=C3,Active,42,,,Inhibitor,12.5893,76.8184,,Partial curve; partial efficacy,-4.9,2.0437,0.9819,-76.0112,0.8072,-2.2,0 0 0 0 0 0 0,-71.42,,,-6.426,,1.694,,2.016,,5.508,,0.3122,,-36.54,,-71.42,QC'd by Pharmacopeia
1434,4238629,872357,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Active,42,,,Inhibitor,10,97.755,,Partial curve; partial efficacy,-5,0.8,0.9898,-89.255,8.5,-2.2,0 0 0 0 0 0 0,-70.44,,,9.457,,11.83,,0.4529,,1.995,,-15.8,,-41.29,,-70.44,QC'd by Pharmacopeia
1435,4237634,3232747,COC1=CC(=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4)OC,Active,42,,,Inhibitor,10,72.8916,,Partial curve; partial efficacy,-5,2.8473,0.9664,-71.7778,1.1138,-2.2,0 0 0 0 0 0 0,-73.47,,,3.876,,-9.978,,1.235,,1.309,,5.392,,-38.5,,-73.47,QC'd by Pharmacopeia
1436,4240080,3235187,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,Active,42,,,Inhibitor,12.5893,79.532,,Partial curve; partial efficacy,-4.9,3.132,0.9783,-77.388,2.144,-2.2,0 0 0 0 0 0 0,-76.63,,,-3.463,,2.852,,1.034,,-1.448,,10.49,,-32.16,,-76.63,QC'd by Pharmacopeia
1437,4239576,3234683,COCC(=O)N1CCC2(CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1,Active,42,,,Inhibitor,12.5893,71.1089,,Partial curve; partial efficacy,-4.9,1.9673,0.9356,-76.903,-5.7941,-2.2,0 0 0 0 0 0,-72.75,,,-17.58,,-5.383,,,,5.191,,-7.684,,-39.06,,-72.75,QC'd by Pharmacopeia
1438,4238074,3233185,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=C(C=C3)N(C)C,Active,42,,,Inhibitor,10,83.1608,,Partial curve; high efficacy,-5,2.2526,0.9796,-86.2483,-3.0875,-2.1,0 0 0 0 0 0 0,-85.66,,,-5.462,,5.215,,-4.321,,-10.48,,-5.222,,-49.29,,-85.66,QC'd by Pharmacopeia
1439,4237585,3232698,CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CC=C3,Active,42,,,Inhibitor,12.5893,87.4868,,Partial curve; partial efficacy,-4.9,1.8079,0.9845,-84.2845,3.2023,-2.2,0 0 0 0 0 0 0,-78.65,,,2.137,,-4.45,,7.305,,7.072,,0.5937,,-37.69,,-78.65,QC'd by Pharmacopeia
1440,4238570,3233680,C1OC2=C(O1)C=C(C=C2)C3=NC4=CC=CC=C4C(=N3)NCC5=CC=CC=C5,Active,42,,,Inhibitor,12.5893,93.2519,,Partial curve; high efficacy,-4.9,2.7202,0.9891,-91.0639,2.188,-2.1,0 0 0 0 0 0 0,-88.49,,,-0.4908,,4.308,,1.435,,-2.43,,7.751,,-40.82,,-88.49,QC'd by Pharmacopeia
1441,4239579,3234686,CC1=CC=CC=C1C2=CN=CN=C2NCC3=CC=CS3,Active,42,,,Inhibitor,12.5893,80.4382,,Partial curve; partial efficacy,-4.9,3.0654,0.9936,-75.5737,4.8646,-2.2,0 0 0 0 0 0 0,-74.15,,,3.221,,2.397,,8.559,,3.03,,7.33,,-30.67,,-74.15,QC'd by Pharmacopeia
1442,4240072,3235179,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)F,Active,42,,,Inhibitor,10,82.7491,,Partial curve; partial efficacy,-5,2.1211,0.9907,-78.0606,4.6886,-2.2,0 0 0 0 0 0 0,-76.56,,,9.669,,-0.9401,,4.462,,4.58,,1.235,,-41.1,,-76.56,QC'd by Pharmacopeia
1443,4237579,3232692,C1=CC=C(C(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CS4)C(F)(F)F,Active,42,,,Inhibitor,10,88.3291,,Partial curve; high efficacy,-5,4.9549,0.997,-85.3326,2.9966,-2.1,0 0 0 0 0 0 0,-84.03,,,6.039,,0.8301,,4.592,,1.789,,1.564,,-57.01,,-84.03,QC'd by Pharmacopeia
1444,4239088,3234195,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,Active,42,,,Inhibitor,10,57.7366,,Partial curve; partial efficacy,-5,3.6272,0.9184,-60.4243,-2.6877,-2.2,0 0 0 0 0 0,-61.76,,,-14.24,,-7.408,,,,4.492,,5.117,,-36.37,,-61.76,QC'd by Pharmacopeia
1445,4240078,3235185,COC1=CC=CC=C1C2=CN=CN=C2NCCC3=CN=CN3,Active,42,,,Inhibitor,10,78.8034,,Partial curve; partial efficacy,-5,2.5884,0.9907,-76.5557,2.2477,-2.2,0 0 0 0 0 0 0,-77.34,,,1.756,,-1.676,,-1.222,,5.183,,3.25,,-40.92,,-77.34,QC'd by Pharmacopeia
1446,11111814,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Active,42,,,Inhibitor,12.5893,92.1844,,Partial curve; high efficacy,-4.9,1.01,0.9752,-90.6662,1.5182,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-83.04,-4.979,0.7203,2.776,6.778,2.392,2.039,,,,-4.275,-12.14,-27.09,-44.67,-52.87,-83.04,QC'd by SigmaAldrich
1447,11112381,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Active,42,,,Inhibitor,10,79.175,,Partial curve; partial efficacy,-5,2.0437,0.9292,-73.244,5.931,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.62,0.5493,2.136,,5.078,-5.969,4.123,,8.737,13.21,15.76,5.465,-14.39,-34.35,-65.62,,QC'd by Prestwick
1448,4239564,3234671,CC1=CC=CC=C1C2=CN=CN=C2N3CCNCC3,Active,42,,,Inhibitor,12.5893,84.2261,,Partial curve; partial efficacy,-4.9,1.2876,0.9601,-84.0447,0.1814,-2.2,0 0 0 0 0 0 0,-73.92,,,-10.21,,9.266,,2.513,,-3.039,,-8.848,,-38.4,,-73.92,QC'd by Pharmacopeia
1449,11111808,91769,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,Active,42,,,Inhibitor,12.5893,86.8305,,Partial curve; high efficacy,-4.9,1.6924,0.9257,-84.579,2.2515,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.73,-15.24,3.881,-0.0535,6.538,13.24,,,,,-3.392,8.141,-14.05,-44.96,-56.57,-81.73,QC'd by SigmaAldrich
1450,4239573,3234680,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=COC=C4,Active,42,,,Inhibitor,10,83.1289,,Partial curve; partial efficacy,-5,1.7529,0.9973,-81.267,1.8619,-2.2,0 0 0 0 0 0 0,-77.78,,,-1.148,,3.601,,1.518,,3.314,,-4.622,,-44.25,,-77.78,QC'd by Pharmacopeia
1451,4239075,3234182,COC(=O)N1CCC2(CCN(CC2)C(=O)NC3=CC(=CC=C3)F)CC1,Active,42,,,Inhibitor,10,99.224,,Partial curve; partial efficacy,-5,1.2876,0.9928,-83.108,16.116,-2.2,0 0 0 0 0 0,-73.84,,,11,,17.95,,,,18.48,,1.923,,-36.74,,-73.84,QC'd by Pharmacopeia
1452,11113026,6419938,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1.O.Cl,Active,42,,,Inhibitor,10,67.554,,Partial curve; partial efficacy,-5,2.2481,0.8975,-65.848,1.706,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-60.29,-4.801,-1.361,,-6.934,2.888,-5.801,,3.331,12.65,11.33,3.67,-16.11,-32.98,-60.29,,QC'd by Prestwick
1453,4240243,3235349,COC1=CC=CC(=C1)C2=CC(=NC=N2)NCC3=CC=CC=C3,Active,42,,,Inhibitor,12.5893,94.1448,,Partial curve; high efficacy,-4.9,2.5334,0.9943,-89.8556,4.2892,-2.1,0 0 0 0 0 0 0,-87.49,,,4.509,,5.267,,6.726,,-0.9755,,5.898,,-38.03,,-87.49,QC'd by Pharmacopeia
1454,4239689,3234796,CN(CC1=CC=CO1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4OC,Active,42,,,Inhibitor,12.5893,94.968,,Partial curve; high efficacy,-4.9,3.0654,0.9572,-92.308,2.66,-2.1,0 0 0 0 0 0 0,-91.11,,,6.195,,-9.97,,0.7377,,0.9769,,15.29,,-38.57,,-91.11,QC'd by Pharmacopeia
1455,4238546,3233656,C1OC2=C(O1)C=C(C=C2)C3=NC=CC(=N3)NC4=CC=C(C=C4)F,Active,42,,,Inhibitor,10,68.144,,Partial curve; partial efficacy,-5,3.99,0.9801,-64.39,3.754,-2.2,0 0 0 0 0 0 0,-64.28,,,0.5264,,10.64,,2.424,,-1.679,,5.942,,-39.06,,-64.28,QC'd by Pharmacopeia
1456,4240241,3235347,C1C[C@@]2(CCN(C2)C3=CC=NC=C3)CN(C1)C(=O)C4=CSN=N4,Active,42,,,Inhibitor,10,81.2585,,Partial curve; partial efficacy,-5,4.9549,0.9659,-79.8315,1.427,-2.2,0 0 0 0 0 0,-77.39,,,-4.201,,13.34,,,,2.428,,-4.456,,-55.77,,-77.39,QC'd by Pharmacopeia
1457,4240236,3235342,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4=CC=CC=C4,Active,42,,,Inhibitor,10,84.569,,Partial curve; high efficacy,-5,2.8473,0.9808,-81.234,3.335,-2.1,0 0 0 0 0 0 0,-82.97,,,0.0333,,10.33,,-1.993,,-0.9915,,5.679,,-43.59,,-82.97,QC'd by Pharmacopeia
1458,4238535,3233645,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4,Active,42,,,Inhibitor,12.5893,83.05,,Partial curve; partial efficacy,-4.9,2.5884,0.9736,-76.05,7,-2.2,0 0 0 0 0 0 0,-73.1,,,5.816,,-1.261,,11.63,,6.87,,13.6,,-32.73,,-73.1,QC'd by Pharmacopeia
1459,4237980,3233093,C1C[C@@]2(CCN(C2)C3=NC=CC=N3)CNC1,Active,42,,,Inhibitor,7.9433,75.3118,,Partial curve; partial efficacy,-5.1,1.6266,0.9647,-77.4882,-2.1764,-2.2,0 0 0 0 0 0,-74.5,,,-11.13,,7.264,,,,-4.095,,-11.13,,-49.33,,-74.5,QC'd by Pharmacopeia
1460,11113506,2562,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,Active,42,,,Inhibitor,10,100.509,,Partial curve; partial efficacy,-5,0.9,0.9317,-97.074,3.435,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-77.87,-6.757,8.148,-8.581,13.43,4.142,9.646,8.382,-1.303,-16.27,-3.615,-17.41,-27.45,,-71.14,-77.87,QC'd by Tocris
1461,4239680,3234787,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NCCC3=CNC4=C3C=C(C=C4)OC,Active,42,,,Inhibitor,10,106.785,,Partial curve; high efficacy,-5,1.5579,0.989,-97.993,8.7916,-2.1,0 0 0 0 0 0 0,-90.28,,,13.15,,0.4117,,12.06,,7.492,,-0.2885,,-51.78,,-90.28,QC'd by Pharmacopeia
1462,11110666,1868,COC1=CC2=C(C=C1)NC3=C2CCNC3,Active,42,,,Inhibitor,12.5893,86.7586,,Partial curve; partial efficacy,-4.9,1,0.9727,-81.7973,4.9613,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-71.53,2.318,4.556,5.455,4.211,9.244,4.817,,,,-2.848,-9.602,-16.91,-42.54,-43.56,-71.53,QC'd by SigmaAldrich
1463,4240223,3235329,CN1CCN(CC1)C2=NC=NC=C2C3=CC=C(C=C3)N(C)C,Active,42,,,Inhibitor,10,93.217,,Partial curve; high efficacy,-5,1.7529,0.9877,-87.5165,5.7005,-2.1,0 0 0 0 0 0 0,-83.18,,,0.2894,,12.81,,7.139,,1.804,,-0.5444,,-46.7,,-83.18,QC'd by Pharmacopeia
1464,4239112,3234219,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=NC=C3,Active,42,,,Inhibitor,12.5893,92.9222,,Partial curve; partial efficacy,-4.9,0.9,0.9638,-92.6499,0.2723,-2.2,0 0 0 0 0 0 0,-73.78,,,-2.169,,8.497,,-0.6032,,-13.57,,-11.79,,-44.61,,-73.78,QC'd by Pharmacopeia
1465,4240219,3235325,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=CC=C4,Active,42,,,Inhibitor,10,84.7701,,Partial curve; high efficacy,-5,3.1925,0.9796,-79.7947,4.9754,-2.1,0 0 0 0 0 0 0,-81.12,,,-4.971,,7.981,,4.175,,6.268,,9.373,,-43.54,,-81.12,QC'd by Pharmacopeia
1466,11112543,3354,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,Active,42,,,Inhibitor,7.9433,83.7863,,Partial curve; partial efficacy,-5.1,1.5579,0.9843,-79.5806,4.2057,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-66.66,2.672,1.587,,8.242,2.077,3.886,,9.226,4.237,-4.23,-2.39,-25.02,-50.39,-66.66,,QC'd by Prestwick
1467,4240231,3235337,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4Cl,Active,42,,,Inhibitor,10,80.0116,,Partial curve; high efficacy,-5,2.4729,0.9703,-81.3378,-1.3262,-2.1,0 0 0 0 0 0 0,-82.22,,,6.042,,-11.67,,-3.175,,-0.4964,,-1.436,,-44.45,,-82.22,QC'd by Pharmacopeia
1468,4238512,3233622,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=CC=CC=C3OC,Active,42,,,Inhibitor,12.5893,89.8755,,Partial curve; high efficacy,-4.9,2.8473,0.9763,-85.577,4.2985,-2.1,0 0 0 0 0 0 0,-82.9,,,-3.647,,9.505,,1.6,,3.264,,11.13,,-38,,-82.9,QC'd by Pharmacopeia
1469,17385188,3247108,CN(C)C(=O)C1=CC2=C(N1CC3=NC4=CC=CC=C4N3)C[C@@H]5[C@H]2[C@](N(C5)C(=O)C6=CC=CC=C6)(CC7=CC=CC=C7)C(=O)OC,Active,42,,,Inhibitor,10,80.0645,,Partial curve; partial efficacy,-5,2.3332,0.9704,-73.0645,7,-2.2,0 0 0 0 0 0 0,-72.8,,,12.29,,-2.9,,3.623,,13.11,,4.197,,-37.01,,-72.8,QC'd by UPCMLD
1470,4238022,3233135,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)N4CCNCC4,Active,42,,,Inhibitor,10,60.8252,,Partial curve; partial efficacy,-5,2.3031,0.9789,-60.0566,0.7686,-2.2,0 0 0 0 0 0 0,-60.24,,,7.074,,-3.582,,0.3714,,-2.307,,-0.9004,,-32.12,,-60.24,QC'd by Pharmacopeia
1471,11112987,6604118,CC[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)NC(C)C.CS(=O)(=O)O,Active,42,,,Inhibitor,10,78.5715,,Partial curve; partial efficacy,-5,2.1211,0.9513,-71.5715,7,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-63.48,-1.295,0.7409,,10.13,9.616,3.989,,14.43,13.92,2.387,6.468,-11.15,-34.53,-63.48,,QC'd by Prestwick
1472,4238007,3233120,COC1=CC=CC=C1CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N,Active,42,,,Inhibitor,10,81.963,,Partial curve; partial efficacy,-5,3.2475,0.9924,-76.2513,5.7117,-2.2,0 0 0 0 0 0 0,-76.94,,,6.201,,8.827,,3.107,,1.381,,8.301,,-42.08,,-76.94,QC'd by Pharmacopeia
1473,11112558,716528,CN1CCC2=CC3=C(C=C2[C@@H]1O)OCO3,Active,42,,,Inhibitor,7.9433,78.629,,Partial curve; partial efficacy,-5.1,2.4064,0.8939,-69.129,9.5,-2.2,1 0 0 0 0 0 0 0 0 0 0 0,-64.63,-11.44,-3.644,,3.185,0.6072,4.967,,18.95,21.1,9.341,20.59,-14.35,-42.73,-64.63,,QC'd by Prestwick
1474,11113006,90010,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Active,42,,,Inhibitor,7.9433,72.707,,Partial curve; partial efficacy,-5.1,2.4064,0.9696,-68.646,4.061,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-60.64,2.4,-3.576,,7.662,3.421,1.528,,8.14,5.467,6.256,6.84,-17.86,-51.37,-60.64,,QC'd by Prestwick
1475,4239139,3234246,C1CC2(CCN(CC2)C(=O)C3=CC=NC=C3)CN(C1)C4=CC=CC=C4,Active,42,,,Inhibitor,10,63.4356,,Partial curve; partial efficacy,-5,2.7868,0.983,-60.7891,2.6466,-2.2,0 0 0 0 0 0,-62.08,,,4.054,,-3.225,,,,2.127,,4.989,,-31.53,,-62.08,QC'd by Pharmacopeia
1476,4238036,3233149,CNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3CN(C)C,Active,42,,,Inhibitor,10,85.3669,,Partial curve; partial efficacy,-5,1.2221,0.9761,-84.0371,1.3299,-2.2,0 0 0 0 0 0 0,-73.71,,,-3.939,,7.991,,4.904,,-6.653,,-8.961,,-46.65,,-73.71,QC'd by Pharmacopeia
1477,4240259,3235365,COC(=O)N1CCC2(CCN(CC2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1,Active,42,,,Inhibitor,10,93.662,,Partial curve; partial efficacy,-5,1.3443,0.9666,-85.162,8.5,-2.2,0 0 0 0 0 0,-76.94,,,2.806,,5.909,,,,19.74,,-7.08,,-41.67,,-76.94,QC'd by Pharmacopeia
1478,4238522,3233632,CC1=CC=CC=C1C2=CN=CN=C2NC3CCNCC3,Active,42,,,Inhibitor,10,85.1448,,Partial curve; partial efficacy,-5,1.5936,0.9904,-79.8624,5.2824,-2.2,0 0 0 0 0 0 0,-74.65,,,9.702,,4.786,,6.143,,-1.279,,-0.6548,,-42.83,,-74.65,QC'd by Pharmacopeia
1479,11111173,5361192,COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F,Active,42,,,Inhibitor,12.5893,91.6395,,Partial curve; partial efficacy,-4.9,0.6,0.9598,-86.355,5.2845,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-67.02,1.374,3.409,4.884,7.29,6.148,2.53,,,,-12.11,-19.95,-32.27,-41.68,-37.55,-67.02,QC'd by SigmaAldrich
1480,4237916,3233029,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N4CCOCC4,Active,42,,,Inhibitor,12.5893,94.516,,Partial curve; partial efficacy,-4.9,1,0.9901,-90.6182,3.8979,-2.2,0 0 0 0 0 0 0,-72.93,,,9.113,,2.436,,-1.413,,0.7824,,-9.485,,-42.29,,-72.93,QC'd by Pharmacopeia
1481,4237482,3232595,C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CC=CC=C4,Active,42,,,Inhibitor,12.5893,117.016,,Partial curve; high efficacy,-4.9,0.8,0.9924,-116.715,0.3009,-2.1,0 0 0 0 0 0 0,-90.43,,,-1.677,,1.561,,-0.8765,,-12.77,,-19.26,,-56.32,,-90.43,QC'd by Pharmacopeia
